"id","sector","interaction_date","interaction_subject","theme","company_id","investment_project_id","communication_channel","company_export_id","created_on","interaction_link","interaction_kind","modified_on","net_company_receipt","interaction_notes","service_delivery_status","service_delivery","policy_feedback_notes","policy_areas","policy_issue_types","were_countries_discussed","related_trade_agreement_names","export_barrier_type_names","export_barrier_notes","dbt_initiative","export_challenge_type","interaction_type"
"3963398e-43ca-45d9-aacd-5bb920141702","Consumer and retail : Jewellery","2024-07-21","Quarterly check-in","export","9c56ca71-e665-4ebb-9775-279a0c6b9bb2","","","","2024-07-31T14:44:15.030196","http://somedomain.com/3963398e-43ca-45d9-aacd-5bb920141702","interaction","2026-02-05T14:44:15.030196","","Service institution easy official. Blood economy worker happy modern maybe. Daughter senior travel style yeah candidate character enjoy.","","Trade - Enquiry","Civil box race fact continue blue. Worry scene laugh poor.
Grow magazine tonight traditional character if. Partner science instead point manage.","['']","['']","","['']","","","","","Referral"
"666db60d-02b9-4d87-b33e-746532bb3297","Financial and professional services : Business and consumer services","2026-01-20","Site visit planning","export","97d4e316-7f06-4026-9e02-14f276f5625e","","Video/Teleconf.","","2025-04-11T14:44:15.030286","http://somedomain.com/666db60d-02b9-4d87-b33e-746532bb3297","interaction","2026-02-05T14:44:15.030286","0.0","Hand central list race participant citizen common. Shake reduce financial doctor fund. Month sometimes already keep choice understand.","Completed","Trade - Enquiry","Also less radio organization seat. Though boy season success middle event ground. Fast billion shoulder ability.","['']","['']","","['']","","","","",""
"fe624246-7d1f-4836-8b9c-4e9b96769111","Security","2026-08-16","Due diligence questions","other","d1a1a31e-3502-4ef1-870f-9ac0493ab826","","","","2025-04-04T14:44:15.030388","http://somedomain.com/fe624246-7d1f-4836-8b9c-4e9b96769111","interaction","2026-02-05T14:44:15.030388","250","Mouth so point word nor college through. Light too arm democratic along environmental.
Role decision teach box main moment. Year six enjoy form a. Thus wonder peace campaign look program.","","DBT export service or funding : Significant assistance","Often drug know air a. Any feel mission style Congress listen list describe. Chair card according require true.","['Access to Finance']","['']","false","['']","","","","",""
"63956f2e-a4fd-4fd8-ad53-7ba5ede38aed","Consumer and retail : Cosmetics and beauty","2025-06-28","UK expansion discussion","investment","be640ecc-6340-4559-9cb0-3ec3a3e613a3","","Face to Face","","2026-01-13T14:44:15.030497","http://somedomain.com/63956f2e-a4fd-4fd8-ad53-7ba5ede38aed","interaction","2026-02-05T14:44:15.030497","0.0","Their nearly deal water. Respond trade site heart example. Role middle research of suggest.
Even thousand think hard less.","Current","Trade - Enquiry","Be few remember pick federal. Power hotel chance step upon heavy. Argue once out free picture sometimes.","['']","['']","true","['']","","","","","Advice"
"a24f4d17-9506-4abd-8733-b83e74c64757","Maritime : Marine engineering : Ports and terminals","2025-04-18","Site visit planning","export","72715b89-ea23-4715-a84d-47cb44777b36","","Email/Website","","2025-11-28T14:44:15.030609","http://somedomain.com/a24f4d17-9506-4abd-8733-b83e74c64757","interaction","2026-02-05T14:44:15.030609","","Music able travel each. Final single west. Thing product know special style.","","Events : UK based","Development report billion language. Old past go man partner like.
Kitchen quality their raise which. Use agree according with trade west. Wish allow project with education else.","['']","['']","true","['']","","","","","Referral"
"63d555ac-614a-42c7-b6a9-e437317247ce","Technology and smart cities : Software","2026-04-30","Due diligence questions","investment","26ca4693-d545-4836-8bcf-0cf2c87d40f7","","","","2024-10-14T14:44:15.030715","http://somedomain.com/63d555ac-614a-42c7-b6a9-e437317247ce","interaction","2026-02-05T14:44:15.030715","100","Fly similar go simple. Already return still yet and management who.
Evidence provide matter with meeting themselves. Low discover culture generation several.","Offered","Export win","Share cup general pressure might technology night.
Provide administration whatever politics. It pull short language. Anything especially adult color cut cold skin.","['Access to Finance']","['']","false","['']","","","","",""
"6201c9ed-82b3-4654-a9a2-0fb8ad4d74a2","Technology and smart cities : Software : Software as a service","2026-04-02","Stakeholder alignment meeting","other","71fa21fb-86e8-402e-9cc2-120b33ad308f","","","","2025-03-26T14:44:15.030821","http://somedomain.com/6201c9ed-82b3-4654-a9a2-0fb8ad4d74a2","interaction","2026-02-05T14:44:15.030821","","Upon about attack. Be approach again character station.
Big likely establish note.
Our future point drive. Defense together child. Hear four appear fish court tough government.","Current","Trade - Enquiry","Measure total company she. Anyone rather fly term head evidence these.","['']","['']","","['']","","","","","Referral"
"2f7628e6-e776-4a54-94ee-64a398a17073","Financial and professional services : Capital markets : Venture capital","2026-01-31","Investment opportunity review","export","f9bc4807-7049-4705-a4a2-4ea684bf7327","","Face to Face","5f7af569-88d0-454c-aa4e-5eceacf98072","2025-04-08T14:44:15.030925","http://somedomain.com/2f7628e6-e776-4a54-94ee-64a398a17073","interaction","2026-02-05T14:44:15.030925","","Audience while have decade reality anyone. Sit then keep throughout land current.
Address I keep. Cut chair best course too.
Walk rock along amount friend. Card peace center phone system.","Completed","Trade - Enquiry","Shake own senior including focus city. Music house fight green single word. Sell manage professional plan short white value.","['']","['']","false","['Comprehensive Something or other']","","","","",""
"ea5ac6bf-d452-4798-9075-5e4e7462faf9","Education and training : Educational technology","2025-03-14","Export support briefing","other","cd4e4e79-a06b-4607-9183-067b819a7493","","","","2025-06-02T14:44:15.031026","http://somedomain.com/ea5ac6bf-d452-4798-9075-5e4e7462faf9","interaction","2026-02-05T14:44:15.031026","","Stand eight represent policy than foreign. Dog candidate gas network able. Official its list within. State less however upon their.","","DBT export service or funding : Significant assistance","Policy figure see live. Think across number avoid bed there.
How artist policy economy teach. They left middle skin thus. Only experience decision until lot concern.","['']","['']","true","['']","","","","",""
"9049e429-15c4-497f-bc9e-d97fb3f0bbdc","Automotive","2024-01-01","Follow-up on proposal","other","c635f2eb-c1c9-42c3-b178-8dd3ea8cf91d","","Telephone","","2024-10-07T14:44:15.031156","http://somedomain.com/9049e429-15c4-497f-bc9e-d97fb3f0bbdc","service_delivery","2026-02-05T14:44:15.031156","","Necessary score nearly budget look issue hospital. Trip camera wide fight life clear. Important up whether position interview.","","DBT export service or funding : Significant assistance","Myself protect young leg stand. Which voice station eight play vote light. Campaign few information them else.
Morning class trouble matter chance quality.","['']","['']","","['Comprehensive Something or other']","","","","",""
"809892c9-d0a7-488f-895a-5966d18972f6","Food and drink : Fruit and vegetables","2025-03-15","Export support briefing","export","98764d9f-8c22-4079-9b32-dd073c21c2cf","","","","2024-11-29T14:44:15.031254","http://somedomain.com/809892c9-d0a7-488f-895a-5966d18972f6","service_delivery","2026-02-05T14:44:15.031254","","Break toward sister quality ago. Mouth describe wish. Design local teach agent pressure.
Beat prove discover network.
Treatment fire choose personal part. Myself agency sing.","","DBT export service or funding : Significant assistance","Up technology phone single various not unit. Detail cup change could series.
During house church face. Position today finish arrive trade who place work.","['']","['']","true","['']","","","","",""
"4b3f06b3-472d-4a4b-a2e5-c88a6fefcf70","Medical devices and equipment","2024-11-12","Export support briefing","other","183085c3-f0af-4e20-a025-bdc5402498ba","","","","2025-11-14T14:44:15.031368","http://somedomain.com/4b3f06b3-472d-4a4b-a2e5-c88a6fefcf70","interaction","2026-02-05T14:44:15.031368","250","Worker over you drug. Better small draw food least result.
Not hour security present cost. Reason region person daughter realize matter. Throughout since situation ten dinner since natural.","","Trade - Enquiry","Billion red international story. Several worker provide over. East well prepare have.
Bill follow find near. Century could study either already.
Room idea rate blue past. Since hot century hear bed.","['']","['']","","['Comprehensive Something or other']","","","","","Advice"
"db8b471a-53c1-4a24-bdc7-a96d1b1d02f0","Automotive : Manufacturing and assembly : Cars","2025-06-08","Quarterly check-in","investment","f116cec6-f905-48dc-90a3-aa181a95d7c6","","Face to Face","","2025-10-07T14:44:15.031504","http://somedomain.com/db8b471a-53c1-4a24-bdc7-a96d1b1d02f0","interaction","2026-02-05T14:44:15.031504","","Return value choice heart Congress health. Knowledge idea customer drive air she discussion.
Interest top score. Husband question many explain.","Offered","Export win","Particularly current interesting international wear institution such. Easy material fund probably whose think. Task job option protect grow instead husband.","['']","['']","false","['']","","","","","Referral"
"91a8fef0-a08a-4277-87be-c62dbee0d0b2","Financial and professional services : Capital markets : Venture capital","2026-09-15","UK expansion discussion","export","f9bc4807-7049-4705-a4a2-4ea684bf7327","","","","2024-11-13T14:44:15.031606","http://somedomain.com/91a8fef0-a08a-4277-87be-c62dbee0d0b2","interaction","2026-02-05T14:44:15.031606","","There player street this base pay. Radio direction occur west describe city. Only price growth year ability.","Current","Trade - Enquiry","Necessary management pass recognize catch finally your write. Product page simple when.
Strategy learn serious letter. Lot beautiful word include similar.
Its thank mother own offer necessary career.","['']","['']","true","['']","","","","",""
"7a5358f8-53b2-46f8-9f26-28818e00b66a","Energy : Civil nuclear","2026-02-20","Investment opportunity review","other","1cfead0f-5d9c-46e5-999d-b47004d5627a","","Face to Face","","2024-07-13T14:44:15.031703","http://somedomain.com/7a5358f8-53b2-46f8-9f26-28818e00b66a","interaction","2026-02-05T14:44:15.031703","","Person security eight eight worker form soldier. Whose campaign feeling society will decide letter water. Morning girl evidence room. Unit part those.","Completed","Trade - Services","Father sure three available fill finish. Man baby carry create nothing. Other avoid age nor.","['']","['']","","['']","","","","",""
"4ac01dc4-149a-4026-9fe1-e3b6cb8a2536","Healthcare services : Digital and data","2025-04-09","Due diligence questions","investment","dd29313f-4bf1-4bda-9201-c2638b05f29d","","Telephone","","2025-02-04T14:44:15.031798","http://somedomain.com/4ac01dc4-149a-4026-9fe1-e3b6cb8a2536","service_delivery","2026-02-05T14:44:15.031798","500","Certain artist peace star. Opportunity consider performance behavior shoulder ask. Idea wife economic why notice there employee.","","Trade - Enquiry","Full professor drop popular charge recognize. Evening message expect local often. Break whom between. Tax alone nothing way.","['']","['']","false","['']","","","","","Contact - inbound"
"2c70b92c-c4f8-48a0-8f35-20d77a667554","Energy","2025-10-15","Site visit planning","investment","93bc93d2-66de-448c-8ccb-8bd3db0dc6d2","","Email/Website","","2024-08-21T14:44:15.031905","http://somedomain.com/2c70b92c-c4f8-48a0-8f35-20d77a667554","interaction","2026-02-05T14:44:15.031905","","They side card public full feel. Eye remember artist two production edge.
Involve detail prepare chance police inside. Forward goal whole heart size adult. Worker cut government pay support thousand.","","Trade - Enquiry","City her top house land.
None rise language financial tell. Investment letter paper when.
Always other chair answer for pressure. Experience order suggest time former relate. Off least save military.","['']","['']","true","['']","","","","",""
"2cfc2bea-68bf-450e-97d6-f0aab4afa050","Energy : Civil nuclear","2026-03-15","Market entry overview","investment","1cfead0f-5d9c-46e5-999d-b47004d5627a","","Email/Website","","2025-01-29T14:44:15.032016","http://somedomain.com/2cfc2bea-68bf-450e-97d6-f0aab4afa050","interaction","2026-02-05T14:44:15.032016","","Good six society sign. Month have film garden front. Strategy second order specific for condition.
By available political fish factor wrong. Would mission reduce fund agree.","","Export win","Case science could serious skill television water land. Page behavior relationship exist space. None point nearly store subject pretty thank skill.","['']","['']","","['Comprehensive Something or other']","","","","","Advice"
"1c23dc71-399e-4292-9e5d-fda6019d0e86","Pharmaceuticals and biotechnology","2026-03-18","Intro call and next steps","export","56520d3c-71e0-45b7-9e69-2b7d86fb21f3","","Telephone","","2025-10-11T14:44:15.032107","http://somedomain.com/1c23dc71-399e-4292-9e5d-fda6019d0e86","interaction","2026-02-05T14:44:15.032107","100","Own have program enough effort. Environment ok later low citizen. While let myself data former together member. Gun risk focus interesting share.","Current","DBT export service or funding : Significant assistance","Win physical in news human. But allow back. Green finally treatment some local up.
True foot sister end design view black fast. Like role mission place.","['']","['']","","['Comprehensive Something or other']","","","","",""
"85977125-cf4d-4eb8-80fb-959d5a6c69bb","Security","2026-03-27","Market entry overview","investment","d1a1a31e-3502-4ef1-870f-9ac0493ab826","","","","2025-02-03T14:44:15.032221","http://somedomain.com/85977125-cf4d-4eb8-80fb-959d5a6c69bb","interaction","2026-02-05T14:44:15.032221","0.0","Ability respond book unit street. Employee member wait rest many. Fine shake head fight skin personal evidence. Eat several movie else.","","Trade - Enquiry","Mr dream pressure computer both artist everybody. Note choice least lawyer young huge. Maybe everyone increase site operation.
The during wife question production name.","['']","['International Climate']","","['']","","","","","Referral"
"7f9c659d-ba6e-4e59-bc69-1d45d681d1fd","Defence","2025-02-05","Export support briefing","other","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","Face to Face","","2025-09-05T14:44:15.032330","http://somedomain.com/7f9c659d-ba6e-4e59-bc69-1d45d681d1fd","interaction","2026-02-05T14:44:15.032330","","Game national skill ever. Newspaper explain difference plant. Here different maintain our political.","","Trade - Services","Front student film evidence. Every real wife high without specific.
One gas even lawyer employee son protect. When believe where detail himself.
Audience take bad result.","['']","['']","true","['']","","","","","Referral"
"295bc130-c3d4-43ba-b511-068669d13a12","Medical devices and equipment","2024-07-02","Site visit planning","other","183085c3-f0af-4e20-a025-bdc5402498ba","","Telephone","","2024-05-22T14:44:15.032439","http://somedomain.com/295bc130-c3d4-43ba-b511-068669d13a12","service_delivery","2026-02-05T14:44:15.032439","250","Yard product once foot yes most eat. Energy yourself just late necessary law. Forget thousand audience will who right.","","Onward Referral","Military table point feel from kind relationship. Clearly someone change up tend. Rise state nothing old program mission free.","['']","['']","true","['']","","","","",""
"cfc87968-27fc-43c2-af06-9e3a93b8018e","Defence","2024-02-19","Quarterly check-in","other","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","","","2024-03-11T14:44:15.032536","http://somedomain.com/cfc87968-27fc-43c2-af06-9e3a93b8018e","interaction","2026-02-05T14:44:15.032536","","Television reflect rate whether. What likely myself low goal individual.
Statement box on camera charge them. Spring ground message wait. Agree we night but will.
Price next relationship back.","Current","Account management : General","Southern good discover read pattern cut them. Population significant bar finally other age. Major than card particular to peace.","['']","['']","true","['Comprehensive Something or other']","","","","","Advice"
"ab0ea6ee-36e3-4848-8289-36bf1ec3c71c","Energy : Renewable energy","2024-04-01","Investment opportunity review","investment","a1ad7efc-5f31-4713-98ca-0c25f45ba0d6","","Video/Teleconf.","","2025-08-30T14:44:15.032645","http://somedomain.com/ab0ea6ee-36e3-4848-8289-36bf1ec3c71c","interaction","2026-02-05T14:44:15.032645","","Result miss glass interview movie day feel. Yes present art movement purpose. Will leave pick reason night.","","Trade - Enquiry","Behavior should then prepare per. Age recent himself.
Player in natural help provide husband between. Sign happen last investment central whole. All economic next sell.","['']","['']","true","['']","","","","","Advice"
"c25a008a-a014-40a5-96ac-c40f3c989548","Technology and smart cities : Software : Software as a service","2024-04-21","Export support briefing","investment","dfed235a-54f9-4b7f-ab9e-9a4abdfaac45","","","3cc4afaa-a5f1-4973-86a6-df456e51e535","2025-01-17T14:44:15.032760","http://somedomain.com/c25a008a-a014-40a5-96ac-c40f3c989548","interaction","2026-02-05T14:44:15.032760","250","Truth view cut remain. Market travel bill prepare kid everybody.
Eight prepare management tend government president. It year money produce check far war.","","Trade - Enquiry","Including laugh similar. It hear condition draw star.
Process west set. Relationship force growth address others pull cell. Artist agreement leader amount enter drive.","['']","['']","true","['']","","","","","Contact - inbound"
"3454361b-4cf9-4b49-aa0f-73e897ab6052","Education and training : Educational technology","2025-09-16","Market entry overview","investment","84e9a9ec-2a5e-4e51-8da2-ab0ac62a5b52","","Video/Teleconf.","","2025-07-20T14:44:15.032882","http://somedomain.com/3454361b-4cf9-4b49-aa0f-73e897ab6052","interaction","2026-02-05T14:44:15.032882","0.0","Kitchen student piece physical. Know suggest public south still recent crime. This character born several. Culture provide way himself.
Audience nothing travel customer. Then popular design door.","","Account management : General","Including three he interesting. Ball we food control pick. Lose activity ask the floor production wish method.","['']","['']","true","['Comprehensive Something or other']","","","","","Referral"
"6a153207-96ed-42ee-b026-ca50bc7e6e4e","Technology and smart cities","2025-06-13","Intro call and next steps","other","1935fe20-1de8-4ac5-8c7a-d9ae5be7b019","","","","2025-12-25T14:44:15.032990","http://somedomain.com/6a153207-96ed-42ee-b026-ca50bc7e6e4e","service_delivery","2026-02-05T14:44:15.032990","","I whatever too more have and not. Believe catch night important. Deep move people father sense health.","","Onward Referral","Speech far let lose along impact rich. Maintain shake door usually.
Admit air through gun would.","['']","['']","false","['']","","","","",""
"ab18b927-d1db-44e1-b705-cfe3aa11a21b","Advanced engineering","2026-12-14","Quarterly check-in","other","d59399d7-7434-45f9-a588-5cce8fe9ab2f","","","","2024-05-09T14:44:15.033086","http://somedomain.com/ab18b927-d1db-44e1-b705-cfe3aa11a21b","interaction","2026-02-05T14:44:15.033086","","Friend chance produce apply. With bank hope born system. Line receive plan write ten or.
Admit amount various rise another. Space listen newspaper.
Free type several above memory. Buy seek perhaps.","","Export win","Republican you study your yard production. View too system the score. Throw approach follow institution five final.","['']","['']","","['']","","","","","Contact - inbound"
"b18a73ad-c25f-4592-b3d4-10d7cd378ead","Defence","2024-01-18","Investment opportunity review","investment","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","","","2025-08-18T14:44:15.033202","http://somedomain.com/b18a73ad-c25f-4592-b3d4-10d7cd378ead","interaction","2026-02-05T14:44:15.033202","","House Republican major toward. Provide increase to. Determine ask include change. Traditional together sense girl region drug.","Completed","Trade - Enquiry","Decade this daughter her price fact hope state. Six chance radio skill senior enjoy left. All appear necessary stuff direction federal travel.","['']","['International Climate']","","['Comprehensive Something or other']","","","","","Contact - inbound"
"226b5a8a-f492-4463-8b12-d0baf02021a8","Defence","2026-03-02","UK expansion discussion","other","2d5b5eee-4c22-4c7b-8231-de892c0d19fc","","Video/Teleconf.","","2024-07-09T14:44:15.033291","http://somedomain.com/226b5a8a-f492-4463-8b12-d0baf02021a8","interaction","2026-02-05T14:44:15.033291","","Happen level population prove arm write without produce. Economy age else lot. Behavior partner mean price investment among do. Environmental same begin around industry short between issue.","Current","Trade - Enquiry","Finally week how morning war argue expect. You instead recently brother space Democrat. Change plan hold exactly beyond purpose.","['']","['']","false","['']","","","","","Referral"
"26a11254-c8d5-4183-a1c0-66fa21ac5259","Automotive","2026-12-24","Market entry overview","export","812862d4-efaa-4f21-8203-139cf7f7c92e","","Email/Website","","2024-11-24T14:44:15.033382","http://somedomain.com/26a11254-c8d5-4183-a1c0-66fa21ac5259","interaction","2026-02-05T14:44:15.033382","","Fly increase break similar head nothing appear. Threat party phone several win.","","DBT export service or funding : Significant assistance","Guess notice design guy animal whole especially. Either significant institution yet attention media left.","['']","['']","","['']","","","","",""
"ef4c840b-a7e7-4713-900b-0dcd144bdd01","Healthcare services","2026-12-20","Intro call and next steps","other","3910fc66-bfe8-4ed4-a271-f7f55470f33b","","","","2024-11-17T14:44:15.033469","http://somedomain.com/ef4c840b-a7e7-4713-900b-0dcd144bdd01","interaction","2026-02-05T14:44:15.033469","0.0","Spend technology result brother father. Mrs minute leg oil.
Dog before success land pass human. Who study system.
Reflect ten happy dark service six gas mission. Year paper agree parent.","Offered","Trade - Enquiry","Just suggest including own air. Responsibility such evening do vote reduce nature let.
Black magazine us. Simply hair his theory someone someone glass. Front movie daughter.","['']","['']","true","['']","","","","","Advice"
"3c2e8283-4dbe-4486-a4c3-0a7d46f099aa","Pharmaceuticals and biotechnology","2025-09-11","Export support briefing","other","431fbef2-bf7a-4693-a55a-27365d93bd79","","Email/Website","","2025-11-29T14:44:15.033592","http://somedomain.com/3c2e8283-4dbe-4486-a4c3-0a7d46f099aa","interaction","2026-02-05T14:44:15.033592","","Who area something official. Effort material environment today.
Office identify five painting actually. Fund pull white far which anyone policy administration. Place cover wife share.","Current","Trade - Services","Onto fill common fast institution perform. Behind nation any social western maintain include full.","['']","['International Climate']","true","['']","","","","","Contact - inbound"
"ea144b9b-5ad7-4feb-90ec-82c047233cf1","Water","2025-04-06","Due diligence questions","export","33550981-d3b3-43ae-8fc2-48ad71432081","","Face to Face","","2024-08-27T14:44:15.033701","http://somedomain.com/ea144b9b-5ad7-4feb-90ec-82c047233cf1","interaction","2026-02-05T14:44:15.033701","","Bring challenge Democrat way able sing create. Appear arrive already painting.
Understand stand poor talk find here research.","Offered","Trade - Enquiry","Recently policy first institution. Scene cause war into do.
Alone newspaper become fact value drug item. Industry staff involve amount consider market trial.","['']","['']","","['']","","","","","Contact - inbound"
"07b3c4ce-09e1-4d91-bc71-43906e811eed","Pharmaceuticals and biotechnology","2025-04-10","Quarterly check-in","other","431fbef2-bf7a-4693-a55a-27365d93bd79","","","d9035161-61bf-4916-b32f-84f6534d64d9","2024-10-17T14:44:15.033805","http://somedomain.com/07b3c4ce-09e1-4d91-bc71-43906e811eed","interaction","2026-02-05T14:44:15.033805","","Trial left far popular. Government world Mrs film side hope. Total affect level measure put.
Test control officer. Management after beat. Not glass risk guy.","Current","Trade - Services","Until treat create oil. Single difference poor eye him seem. Down try budget out administration radio stand.","['']","['']","true","['']","","","","","Contact - inbound"
"68b2e614-1e82-4958-8c71-a0d835df1211","Pharmaceuticals and biotechnology","2025-02-27","Site visit planning","investment","8059b084-d941-44af-87bd-fd4a04989d68","","","","2025-12-21T14:44:15.033913","http://somedomain.com/68b2e614-1e82-4958-8c71-a0d835df1211","interaction","2026-02-05T14:44:15.033913","","Assume top support enjoy no talk him blood. Rise beat build store produce run. Guy everything magazine another rule drive I. Half either bad camera.
Or activity protect real maintain artist party.","Offered","Account management : General","Drug rise early hope. Character serious seek community increase early make accept. Help them return several environment.","['']","['']","","['']","","","","","Referral"
"02ac1c0f-9fe5-4446-88b4-7f0c3ece5166","Energy : Renewable energy","2026-12-08","Follow-up on proposal","export","8a61a99c-028e-43d8-9400-c16eac6aaf02","","Email/Website","b9de1282-ca7b-4dcb-809e-c3532787f465","2024-12-11T14:44:15.034028","http://somedomain.com/02ac1c0f-9fe5-4446-88b4-7f0c3ece5166","interaction","2026-02-05T14:44:15.034028","100","Character dark would little arm here five. Hundred executive water if chair personal. Game decision training clear artist election quite.","Completed","Trade - Enquiry","Street stock want wide maintain we. Local young could indeed TV.
Detail part occur simple cut. Ok note so answer. Success ago arm gun tax throw.","['']","['']","","['']","","","","","Contact - inbound"
"ce10f639-8a58-4841-bba7-cf072423acaa","Agriculture, horticulture, fisheries and pets","2024-05-18","Follow-up on proposal","export","67455f59-5e5c-4dbd-b4df-a4e8175b25ea","","Video/Teleconf.","","2025-02-27T14:44:15.034136","http://somedomain.com/ce10f639-8a58-4841-bba7-cf072423acaa","interaction","2026-02-05T14:44:15.034136","","Five beautiful four message right return all determine. Hear structure believe say show nothing unit. Pay painting to feeling popular class.","","Account management : General","Turn American wonder surface our. Full the customer name.
Media travel water appear point political.","['']","['']","","['']","","","","","Advice"
"da96135d-d184-4ecb-bbbb-3507c3aa3176","Agriculture, horticulture, fisheries and pets","2026-04-27","Export support briefing","investment","67455f59-5e5c-4dbd-b4df-a4e8175b25ea","","","b4e300ae-c2a9-437d-8913-deeaa066a0ec","2024-09-05T14:44:15.034233","http://somedomain.com/da96135d-d184-4ecb-bbbb-3507c3aa3176","service_delivery","2026-02-05T14:44:15.034233","0.0","Own risk paper discover decide that. Half under relationship increase at.","","Events : UK based","Blue security religious social million long. Thought my human agency yeah miss near. Table we hope more which debate think though. Nice create successful between without and.","['']","['']","false","['']","","","","","Advice"
"6aa8c09f-aa37-497e-9190-4d2ee583d92f","Pharmaceuticals and biotechnology","2025-01-13","Quarterly check-in","export","8059b084-d941-44af-87bd-fd4a04989d68","","","","2024-09-01T14:44:15.034323","http://somedomain.com/6aa8c09f-aa37-497e-9190-4d2ee583d92f","interaction","2026-02-05T14:44:15.034323","","Fly old your society those group. Girl year order majority him parent. Summer nor recently foot state among western.
Far trouble TV interesting lot. Whatever those environment available them.","","Trade - Enquiry","Morning try catch science attack. Baby unit design important.
Their economy interesting page upon item once.
Under majority believe race wife. Knowledge nor trial build. Ahead main if former.","['']","['']","","['']","","","","",""
"e4f93e4c-3636-4800-a75b-10d23b40d87d","Automotive : Manufacturing and assembly : Cars","2025-04-17","Stakeholder alignment meeting","investment","f116cec6-f905-48dc-90a3-aa181a95d7c6","","Telephone","","2024-08-17T14:44:15.034441","http://somedomain.com/e4f93e4c-3636-4800-a75b-10d23b40d87d","service_delivery","2026-02-05T14:44:15.034441","250","Need second however discussion. Share gun condition beat suggest.
All join evidence agent. Walk environment show cut. Cell item parent summer the stage.","","Onward Referral","Nature hard protect should child recognize.
Visit example two recently often major. Industry imagine win far paper remain card able. Story serious friend try. Fine meeting miss assume.","['Access to Finance']","['']","","['']","","","","","Contact - inbound"
"ebda815e-b5b1-41d8-8aec-415e9231ab16","Advanced engineering : Mechanical, electrical and process engineering","2026-08-18","Stakeholder alignment meeting","other","5c7469d1-2ff1-4f73-8b14-cd093188880d","","Telephone","","2025-01-20T14:44:15.034555","http://somedomain.com/ebda815e-b5b1-41d8-8aec-415e9231ab16","service_delivery","2026-02-05T14:44:15.034555","","Tonight film especially knowledge finally manager. Bar care type.
Effect appear dog. Traditional property imagine include rich employee. Series everybody raise particularly grow.","","Trade - Enquiry","Difficult late white impact picture way question past.
Fire suggest either voice current natural. Other song major let look record live.","['']","['']","","['']","","","","",""
"ae44adbc-441a-479f-8f8f-9e2a11e70768","Consumer and retail : Jewellery","2025-04-08","Due diligence questions","investment","9c56ca71-e665-4ebb-9775-279a0c6b9bb2","","","","2024-11-26T14:44:15.034665","http://somedomain.com/ae44adbc-441a-479f-8f8f-9e2a11e70768","interaction","2026-02-05T14:44:15.034665","","Both window item television meeting reveal end. Financial experience east may language should customer no. There so finish teach heart experience someone. Attention always check trouble.","Current","Trade - Enquiry","Because chair speech from. Kid support business production sea edge.
Himself care opportunity save position kid get.","['Access to Finance']","['']","","['']","","","","","Referral"
"410c6cd2-7c87-4e39-b4d8-081e93761fc6","Education and training : Support services","2024-05-15","Stakeholder alignment meeting","export","ec29246c-6066-4b1f-81a6-8cb7ec4e2081","","","","2025-02-13T14:44:15.034762","http://somedomain.com/410c6cd2-7c87-4e39-b4d8-081e93761fc6","service_delivery","2026-02-05T14:44:15.034762","500","Reflect what another site project pull show. Night young case could. Glass cold benefit act case represent smile.","","Onward Referral","Hand part college current officer. Later old sister need box. Share between box recognize accept floor goal.","['']","['']","true","['']","","","","","Contact - inbound"
"56e035b9-841c-49bd-83be-46c1e3dcd7f4","Creative industries : Digital services","2025-05-20","Due diligence questions","export","8e5ce3eb-2d8c-4463-b531-c4c192b3588f","","Video/Teleconf.","","2025-12-30T14:44:15.034852","http://somedomain.com/56e035b9-841c-49bd-83be-46c1e3dcd7f4","interaction","2026-02-05T14:44:15.034852","500","Church condition show career feeling president force. Possible trip people exist address society whose visit.
Lawyer soon step trip same. Consumer Mrs where institution society present nature.","Offered","Events : UK based","Compare bed matter man. Do blood image form pressure prove.
Impact friend she nothing. But for second my civil. Recently teach mind financial early those.","['Access to Finance']","['']","true","['']","","","","","Advice"
"afc44a60-6419-4d24-bcdc-947d57d52bae","Consumer and retail : Cosmetics and beauty","2026-12-11","Stakeholder alignment meeting","investment","be640ecc-6340-4559-9cb0-3ec3a3e613a3","","Email/Website","","2026-01-22T14:44:15.034963","http://somedomain.com/afc44a60-6419-4d24-bcdc-947d57d52bae","interaction","2026-02-05T14:44:15.034963","100","Born work cut blood teach buy draw. Yard someone those game along recent someone section. Raise add religious turn.","Completed","Export win","After expect get. Carry else thank down sometimes election even. Share heavy nor official truth.
Deep bring identify could by speech. Turn return value. Without agree because likely prevent call.","['Access to Finance']","['']","","['']","","","","",""
"26164194-5189-4b24-886a-3b5953312894","Technology and smart cities : Software : Software as a service","2026-03-21","Market entry overview","export","d0069bfe-8008-4640-aab8-34cac8fc01c9","","","","2025-09-11T14:44:15.035072","http://somedomain.com/26164194-5189-4b24-886a-3b5953312894","service_delivery","2026-02-05T14:44:15.035072","","Operation cost occur again. Him admit song feeling affect newspaper power.
Despite begin send season single Congress four parent. Rest ago fast try.","Completed","Trade - Enquiry","Light staff plant hundred report.
Modern near sign. Student item again herself full make clearly theory.
Clear court local already.","['']","['']","","['']","","","","","Referral"
